"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00581516","............. Rural",".9","Percent","Normal","","360","Rural NFNE Core Inflation, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00141516",". Trimmed-YoY-Urban","23.3","Percent","Normal","","370","Urban Trimmed Core Inflation, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00151516","............. Rural","28","Percent","Normal","","380","Rural Trimmed Core Inflation, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00291516",". Trimmed-12MMA-Urban","24.5","Percent","Normal","","390","Urban Trimmed Core Inflation, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00301516","............. Rural","30.5","Percent","Normal","","400","Rural Trimmed Core Inflation, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00441516",". Trimmed-PA-Urban","22.7","Percent","Normal","","410","Urban Trimmed Core Inflation, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00451516","............. Rural","29.2","Percent","Normal","","420","Rural Trimmed Core Inflation, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00591516",". Trimmed-MoM-Urban",".3","Percent","Normal","","430","Urban Trimmed Core Inflation, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00601516","............. Rural",".7","Percent","Normal","","440","Rural Trimmed Core Inflation, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00081516",". WPI-YoY-General","27.3","Percent","Normal","","450","WPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00091516","............. Food","25.9","Percent","Normal","","460","WPI Food, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00101516","............. Non-Food","28.1","Percent","Normal","","470","WPI Non-Food, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00231516",". WPI-12MMA-General","28.3","Percent","Normal","","480","WPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00241516","............. Food","36.1","Percent","Normal","","490","WPI Food, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00251516","............. Non-Food","24.4","Percent","Normal","","500","WPI Non-Food, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00381516",". WPI-PA-General","25.4","Percent","Normal","","510","WPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00391516","............. Food","31.2","Percent","Normal","","520","WPI Food, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00401516","............. Non-Food","22.4","Percent","Normal","","530","WPI Non-Food, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00531516",". WPI-MoM-General","0","Percent","Normal","","540","WPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00541516","............. Food",".2","Percent","Normal","","550","WPI Food, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00551516","............. Non-Food","-.1","Percent","Normal","","560","WPI Non-Food, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00111516",". SPI - Combined-YoY","43","Percent","Normal","","570","SPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00261516","............. 12MMA","36.8","Percent","Normal","","580","SPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00411516","............. PA","33.9","Percent","Normal","","590","SPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Dec-2023","TS_GP_PT_CPI_M.P00561516","............. MoM","6.4","Percent","Normal","","600","SPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00011516",". CPI-YoY-National","29.2","Percent","Normal","","10","National CPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00021516","............. Urban","30.4","Percent","Normal","","20","Urban CPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00041516","................... Food","29.8","Percent","Normal","","30","Urban Food CPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00061516","................... Non-Food","30.9","Percent","Normal","","40","Urban Non-Food CPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00031516","............. Rural","27.5","Percent","Normal","","50","Rural CPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00051516","................... Food","29.2","Percent","Normal","","60","Rural Food CPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00071516","................... Non-Food","25.9","Percent","Normal","","70","Rural Non-Food CPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00161516",". CPI-12MMA-National","30.4","Percent","Normal","","80","National CPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00171516","............. Urban","28.3","Percent","Normal","","90","Urban CPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00191516","................... Food","38.6","Percent","Normal","","100","Urban Food CPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00211516","................... Non-Food","21.7","Percent","Normal","","110","Urban Non-Food CPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00181516","............. Rural","33.4","Percent","Normal","","120","Rural CPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00201516","................... Food","41.1","Percent","Normal","","130","Rural Food CPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00221516","................... Non-Food","26","Percent","Normal","","140","Rural Non-Food CPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00311516",". CPI-PA-National","28.6","Percent","Normal","","150","National CPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00321516","............. Urban","27.4","Percent","Normal","","160","Urban CPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00341516","................... Food","34.1","Percent","Normal","","170","Urban Food CPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00361516","................... Non-Food","22.8","Percent","Normal","","180","Urban Non-Food CPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00331516","............. Rural","30.4","Percent","Normal","","190","Rural CPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00351516","................... Food","34.7","Percent","Normal","","200","Rural Food CPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00371516","................... Non-Food","26.1","Percent","Normal","","210","Rural Non-Food CPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00461516",". CPI-MoM-National","2.7","Percent","Normal","","220","National CPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00471516","............. Urban","4.3","Percent","Normal","","230","Urban CPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00491516","................... Food",".8","Percent","Normal","","240","Urban Food CPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00511516","................... Non-Food","7","Percent","Normal","","250","Urban Non-Food CPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00481516","............. Rural",".4","Percent","Normal","","260","Rural CPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00501516","................... Food","1","Percent","Normal","","270","Rural Food CPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00521516","................... Non-Food","-.2","Percent","Normal","","280","Rural Non-Food CPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00121516",". NFNE-YoY-Urban","18.6","Percent","Normal","","290","Urban NFNE Core Inflation, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00131516","............. Rural","25.9","Percent","Normal","","300","Rural NFNE Core Inflation, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00271516",". NFNE-12MMA-Urban","18.1","Percent","Normal","","310","Urban NFNE Core Inflation, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00281516","............. Rural","24.3","Percent","Normal","","320","Rural NFNE Core Inflation, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00421516",". NFNE-PA-Urban","18.5","Percent","Normal","","330","Urban NFNE Core Inflation, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00431516","............. Rural","26.1","Percent","Normal","","340","Rural NFNE Core Inflation, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00571516",". NFNE-MoM-Urban",".9","Percent","Normal","","350","Urban NFNE Core Inflation, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00581516","............. Rural","1.4","Percent","Normal","","360","Rural NFNE Core Inflation, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00141516",". Trimmed-YoY-Urban","22.9","Percent","Normal","","370","Urban Trimmed Core Inflation, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00151516","............. Rural","27.9","Percent","Normal","","380","Rural Trimmed Core Inflation, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00291516",". Trimmed-12MMA-Urban","24.8","Percent","Normal","","390","Urban Trimmed Core Inflation, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00301516","............. Rural","30.8","Percent","Normal","","400","Rural Trimmed Core Inflation, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00441516",". Trimmed-PA-Urban","23.3","Percent","Normal","","410","Urban Trimmed Core Inflation, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00451516","............. Rural","29.6","Percent","Normal","","420","Rural Trimmed Core Inflation, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00591516",". Trimmed-MoM-Urban",".1","Percent","Normal","","430","Urban Trimmed Core Inflation, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00601516","............. Rural",".5","Percent","Normal","","440","Rural Trimmed Core Inflation, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00081516",". WPI-YoY-General","26.4","Percent","Normal","","450","WPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00091516","............. Food","27.5","Percent","Normal","","460","WPI Food, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00101516","............. Non-Food","25.9","Percent","Normal","","470","WPI Non-Food, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00231516",". WPI-12MMA-General","28.3","Percent","Normal","","480","WPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00241516","............. Food","36.7","Percent","Normal","","490","WPI Food, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00251516","............. Non-Food","24.1","Percent","Normal","","500","WPI Non-Food, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00381516",". WPI-PA-General","25","Percent","Normal","","510","WPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00391516","............. Food","32.3","Percent","Normal","","520","WPI Food, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00401516","............. Non-Food","21.3","Percent","Normal","","530","WPI Non-Food, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00531516",". WPI-MoM-General","1.4","Percent","Normal","","540","WPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00541516","............. Food","-1.1","Percent","Normal","","550","WPI Food, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00551516","............. Non-Food","2.8","Percent","Normal","","560","WPI Non-Food, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00111516",". SPI - Combined-YoY","34.7","Percent","Normal","","570","SPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00261516","............. 12MMA","35.7","Percent","Normal","","580","SPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00411516","............. PA","32.1","Percent","Normal","","590","SPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","30-Nov-2023","TS_GP_PT_CPI_M.P00561516","............. MoM","4.4","Percent","Normal","","600","SPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00011516",". CPI-YoY-National","26.8","Percent","Normal","","10","National CPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00021516","............. Urban","25.5","Percent","Normal","","20","Urban CPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00041516","................... Food","28.9","Percent","Normal","","30","Urban Food CPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00061516","................... Non-Food","23.1","Percent","Normal","","40","Urban Non-Food CPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00031516","............. Rural","28.7","Percent","Normal","","50","Rural CPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00051516","................... Food","28.6","Percent","Normal","","60","Rural Food CPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00071516","................... Non-Food","28.8","Percent","Normal","","70","Rural Non-Food CPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00161516",". CPI-12MMA-National","30","Percent","Normal","","80","National CPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00171516","............. Urban","27.6","Percent","Normal","","90","Urban CPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00191516","................... Food","38.8","Percent","Normal","","100","Urban Food CPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00211516","................... Non-Food","20.4","Percent","Normal","","110","Urban Non-Food CPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00181516","............. Rural","33.5","Percent","Normal","","120","Rural CPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00201516","................... Food","41.7","Percent","Normal","","130","Rural Food CPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00221516","................... Non-Food","25.7","Percent","Normal","","140","Rural Non-Food CPI, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00311516",". CPI-PA-National","28.5","Percent","Normal","","150","National CPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00321516","............. Urban","26.6","Percent","Normal","","160","Urban CPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00341516","................... Food","35.2","Percent","Normal","","170","Urban Food CPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00361516","................... Non-Food","20.8","Percent","Normal","","180","Urban Non-Food CPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00331516","............. Rural","31.2","Percent","Normal","","190","Rural CPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00351516","................... Food","36.2","Percent","Normal","","200","Rural Food CPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00371516","................... Non-Food","26.2","Percent","Normal","","210","Rural Non-Food CPI, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00461516",". CPI-MoM-National","1","Percent","Normal","","220","National CPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00471516","............. Urban","1.1","Percent","Normal","","230","Urban CPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00491516","................... Food",".6","Percent","Normal","","240","Urban Food CPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00511516","................... Non-Food","1.4","Percent","Normal","","250","Urban Non-Food CPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00481516","............. Rural",".9","Percent","Normal","","260","Rural CPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00501516","................... Food",".7","Percent","Normal","","270","Rural Food CPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00521516","................... Non-Food","1.1","Percent","Normal","","280","Rural Non-Food CPI, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00121516",". NFNE-YoY-Urban","18.5","Percent","Normal","","290","Urban NFNE Core Inflation, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00131516","............. Rural","26.7","Percent","Normal","","300","Rural NFNE Core Inflation, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00271516",". NFNE-12MMA-Urban","17.7","Percent","Normal","","310","Urban NFNE Core Inflation, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00281516","............. Rural","23.7","Percent","Normal","","320","Rural NFNE Core Inflation, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00421516",". NFNE-PA-Urban","18.5","Percent","Normal","","330","Urban NFNE Core Inflation, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00431516","............. Rural","26.2","Percent","Normal","","340","Rural NFNE Core Inflation, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00571516",". NFNE-MoM-Urban","1.2","Percent","Normal","","350","Urban NFNE Core Inflation, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00581516","............. Rural","1","Percent","Normal","","360","Rural NFNE Core Inflation, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00141516",". Trimmed-YoY-Urban","24.6","Percent","Normal","","370","Urban Trimmed Core Inflation, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00151516","............. Rural","30.4","Percent","Normal","","380","Rural Trimmed Core Inflation, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00291516",". Trimmed-12MMA-Urban","24.9","Percent","Normal","","390","Urban Trimmed Core Inflation, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00301516","............. Rural","31","Percent","Normal","","400","Rural Trimmed Core Inflation, an Inflation Measure (12-Months Moving average basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00441516",". Trimmed-PA-Urban","20.7","Percent","Normal","","410","Urban Trimmed Core Inflation, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00451516","............. Rural","30.5","Percent","Normal","","420","Rural Trimmed Core Inflation, an Inflation Measure (Period average Since July basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00591516",". Trimmed-MoM-Urban",".6","Percent","Normal","","430","Urban Trimmed Core Inflation, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00601516","............. Rural",".7","Percent","Normal","","440","Rural Trimmed Core Inflation, an Inflation Measure (Month-on-Month basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00081516",". WPI-YoY-General","24.6","Percent","Normal","","450","WPI, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00091516","............. Food","27.1","Percent","Normal","","460","WPI Food, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00101516","............. Non-Food","23.3","Percent","Normal","","470","WPI Non-Food, an Inflation Measure (Year-on-Year basis)"
"Inflation Snapshot (New Base: 2015-16)","31-Oct-2023","TS_GP_PT_CPI_M.P00231516",". WPI-12MMA-General","28.4","Percent","Normal","","480","WPI, an Inflation Measure (12-Months Moving average basis)"
